Sentence,Labels
"Could Fatigue , High Temperature , Cough , Diarrhea , chill be related ?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Recently , I have had Runny nozzle , Wheezing , Fever .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Experiencing Itching , whisker Loss , Skin Ulcers has been tough .","['O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"I 'm dealing with darkness Urine , Fever , High Fever , High Temperature and it 's getting worse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Could Insomnia , memory board Loss , Depression , Hallucinations , Lethargy , Fatigue , Anxiety be related ?","['O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"For the last week , I 've noticed Hearing Loss , Photophobia , Light Sensitivity , Rash , Headache , Yellow tegument , Dizziness .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"I'm dealing with Abdominal Pain, Vomiting, Blood in Stool, Nausea, Fever and it's getting worse.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are photalgia , Confusion , Fever .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I have been experiencing Loss of Balance , Muscle failing , Acid Reflux , Swelling , Joint Pain , Bone Pain , and Bloating for the past few days .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Chills , Fever , weariness , Vomiting , Diarrhea , Headache , Hives have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"I have been experiencing Fatigue , Breathing difficultness , Swelling , Confusion , and Chills for the past few days .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Symptoms include Headache , Photophobia , disgorgement , Fever .","['O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"I have been experiencing Runny Nose , Shortness of Breath , and thorax Pain for the past few days .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from apathy , Bone Pain , Fever .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Experiencing anxiousness , Fatigue , Sleepiness , Hallucinations , Memory Loss , Mood Swings has been tough .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"For the last week , I 've noticed hemorrhage , Fatigue , Tingling , Fever .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Could Cough, Fever, Breathing Difficulty, Runny Nose be related?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Hallucinations , Runny Nose , Chest Pain , sternutation , Chills has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I 'm dealing with Sore Throat , Sneezing , Hallucinations , pall and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from Skin Ulcers , Swelling , Hair Loss , hemorrhage , Spots on Skin , Rash .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I have been experiencing Vomiting, Stiff Neck, and Nausea for the past few days.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"I 'm dealing with Dark Urine , Yellow Skin , Fever , Abdominal painfulness , Vomiting , Blood in Stool , Nausea and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Could Difficulty Walking , Muscle Weakness , Memory Loss , Hand microseism , Confusion , Balance Problems be related ?","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Recently , I have had Dizziness , High Blood pressing , Confusion , Rapid Heart Rate , Shortness of Breath , Chest Pain .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I 'm dealing with Pale Skin , Headache , Light predisposition , Confusion , Photophobia and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"I 'm dealing with Chest Pain , Breathing Difficulty , Fever , coughing , Wheezing and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Recently , I have had Photophobia , concern , Stiff Neck , Fever , Confusion , Vomiting .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Experiencing Vomiting , Abdominal Pain , Blood in Stool , sickness has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Experiencing Fatigue , Sneezing , Runny olfactory organ , Fever has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I 'm dealing with Swelling , Fatigue , Shortness of Breath , Irregular Heartbeat , Excessive hidrosis , Chest Pain and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Chest Pain , Chills , Sore pharynx , Sneezing have been bothering me .","['B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"I have been experiencing Loss of Balance , Joint painfulness , Fatigue , Swelling , Muscle Weakness , Bone Pain , and Bloating for the past few days .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are Bloating , Swelling , Loss of Balance , Zen Reflux , Muscle Weakness , Joint Pain , Bone Pain .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"For the last week, I've noticed Vomiting, Cough, Diarrhea, Fatigue.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Headache , Pale Skin , Bleeding , apathy have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are Headache , Fatigue , Yellow Skin , Diarrhea , Vomiting , urticaria , Chills .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Recently , I have had High Temperature , Abdominal Pain , Blood in Stool , High Fever , Dark Urine , feverishness .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"My symptoms are Difficulty Walking , Balance Problems , Memory exit , Hand Tremor .","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Symptoms include Dark Urine , High Fever , yellowness Skin .","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"For the last week , I 've noticed Hearing Loss , Light predisposition , Blurred Vision , Rash , Dizziness .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"For the last week, I've noticed Bone Pain, Loss of Balance, Bloating, Acid Reflux, Swelling, Joint Pain.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Symptoms include Sore Throat , sternutation , Chills .","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Recently , I have had brawn Weakness , Swelling , Loss of Balance , Acid Reflux , Bloating .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I 'm dealing with Runny nozzle , Sneezing , Fever and it 's getting worse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are lineage in Stool , Fever , Yellow Skin , Dark Urine .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Headache , Yellow Skin , lighting Sensitivity have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Vomiting, Photophobia, Nausea, Headache, Fever have been bothering me.","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from Fatigue , pyrexia , Runny Nose , Sneezing .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Recently , I have had Bloating , Acid Reflux , Muscle Weakness , weariness .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Cough , Runny Nose , Chills , Shortness of breathing spell , High Fever , High Temperature has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"Recently , I have had Chest Pain , hump , Rapid Heart Rate , Excessive Sweating .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"My symptoms are Fatigue , Headache , pearl Pain , Fever , Pale Skin , Bleeding , Swelling .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I am suffering from High Blood Pressure , weariness , Difficulty Speaking .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Confusion , Headache , Light sensitiveness , Yellow Skin , Pale Skin , Photophobia , Rash have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"For the last week , I 've noticed Pale Skin , Swelling , Bleeding , Numbness , Tingling , tiredness , Fever .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Experiencing Confusion , Difficulty Walking , Memory Loss , Muscle helplessness , Balance Problems has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"Recently , I have had Sore Throat , Chills , delusion , Chest Pain .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I am suffering from head ache , Photophobia , Nausea , Fever , Vomiting , Stiff Neck , Confusion .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Could heftiness Weakness , Difficulty Walking , Confusion be related ?","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"I have been experiencing Runny Nose , high gear Temperature , Cough , Chills , and Chest Pain for the past few days .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from Sneezing , Fever , tiredness , Runny Nose .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Could Rapid Heart Rate , Shortness of Breath , fatigue duty , Chest Pain be related ?","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Symptoms include Diarrhea , High Temperature , Cough , puking .","['O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"I am suffering from Difficulty Breathing , Confusion , Swelling , Fatigue , febricity , Breathing Difficulty , Shortness of Breath .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O']"
"Experiencing Light Sensitivity , Blurred Vision , Hearing going has been tough .","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from Cold Hands and Feet , Fatigue , confusedness , Swelling , Shortness of Breath , Fever , Difficulty Breathing .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"My symptoms are Fatigue , Fever , sternutation .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Shortness of breathing place , Swelling , Irregular Heartbeat has been tough .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"Symptoms include Bruising , Skin Ulcers , Spots on pelt , Itching , Hair Loss .","['O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I 'm dealing with Yellow peel , Vomiting , Abdominal Pain , Blood in Stool , Dark Urine , Nausea and it 's getting worse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"For the last week, I've noticed Balance Problems, Confusion, Difficulty Walking.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Experiencing Itching , Bruising , peel Ulcers , Spots on Skin has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"I 'm dealing with Fever , quiver , Chest Pain , Breathing Difficulty , Wheezing , Cough and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"For the last week , I 've noticed Blood in faeces , Vomiting , Yellow Skin , Dark Urine .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Recently , I have had Swelling , difficultness Breathing , Cold Hands and Feet .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O']"
"Recently , I have had Photophobia , Confusion , Nausea , Vomiting , Headache , Stiff Neck , febricity .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"I have been experiencing High Fever, Yellow Skin, Nausea, and Blood in Stool for the past few days.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"I'm dealing with Chest Pain, Irregular Heartbeat, Swelling, Fatigue, Excessive Sweating, Rapid Heart Rate, Shortness of Breath and it's getting worse.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Recently , I have had Fever , Cold Hands and metrical foot , Breathing Difficulty , Chills , Fatigue , Shortness of Breath .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O']"
"I am suffering from Breathing Difficulty , Cough , Shortness of Breath , Runny Nose , high gear Fever , Chest Pain .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I 'm dealing with picket Skin , Headache , Light Sensitivity , Yellow Skin , Confusion and it 's getting worse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Could High Fever, Shortness of Breath, Breathing Difficulty, Cough be related?","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"Dizziness , Chest Pain , High Blood Pressure , weariness , Shortness of Breath have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Spots on hide , Hair Loss , Bleeding have been bothering me .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Could Fatigue, Headache, Yellow Skin, Chills, Fever be related?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
